1,3,1340,421,169,368,0,7,1
1,4,585,447,86,261,0,7,1
1,9,1416,432,184,331,0,7,1
1,15,1257,448,32,99,0,7,1
1,16,1014,432,44,98,0,7,1
1,18,1101,439,37,110,0,7,1
1,19,938,435,37,82,0,7,1
1,20,436,441,111,283,0,7,1
1,21,648,458,52,186,0,7,1
1,24,498,461,62,216,0,7,1
1,27,549,458,33,101,0,7,1
1,32,420,460,29,49,0,7,1
2,3,1345,421,172,370,0,7,1
2,4,585,446,85,263,0,7,1
2,9,1416,431,187,340,0,7,1
2,15,1257,449,33,98,0,7,1
2,16,1018,432,40,97,0,7,1
2,18,1101,439,37,111,0,7,1
2,19,938,435,40,82,0,7,1
2,20,438,444,117,280,0,7,1
2,21,643,457,63,186,0,7,1
2,24,499,455,62,234,0,7,1
2,27,550,463,32,96,0,7,1
2,32,420,461,28,48,0,7,1
2,37,581,456,28,132,0,7,1
3,3,1346,423,178,371,0,7,1
3,4,585,445,87,264,0,7,1
3,9,1425,433,178,335,0,7,1
3,15,1257,449,33,97,0,7,1
3,16,1019,432,40,97,0,7,1
3,18,1101,438,37,112,0,7,1
3,19,937,435,41,82,0,7,1
3,20,439,442,113,282,0,7,1
3,21,643,459,60,185,0,7,1
3,24,499,461,61,227,0,7,1
3,27,549,457,33,102,0,7,1
3,32,415,461,42,48,0,7,1
3,37,581,456,28,131,0,7,1
4,3,1349,419,180,382,0,7,1
4,4,585,446,87,263,0,7,1
4,9,1431,432,181,337,0,7,1
4,15,1257,449,33,97,0,7,1
4,16,1013,431,46,97,0,7,1
4,18,1101,438,38,112,0,7,1
4,19,937,436,41,80,0,7,1
4,20,440,442,117,282,0,7,1
4,21,644,459,58,185,0,7,1
4,24,499,463,61,229,0,7,1
4,27,548,460,34,99,0,7,1
4,32,415,460,42,48,0,7,1
4,37,581,455,27,132,0,7,1
5,3,1354,420,178,381,0,7,1
5,4,585,446,87,263,0,7,1
5,9,1438,430,188,342,0,7,1
5,15,1257,449,33,97,0,7,1
5,16,1012,431,47,97,0,7,1
5,18,1101,438,38,112,0,7,1
5,19,937,436,41,80,0,7,1
5,20,439,442,121,282,0,7,1
5,21,644,459,61,185,0,7,1
5,22,1367,434,40,88,0,7,1
5,23,1514,459,15,22,0,7,1
5,24,500,463,60,235,0,7,1
5,27,548,461,34,98,0,7,1
5,32,416,461,40,48,0,7,1
5,37,581,456,27,131,0,7,1
6,3,1362,420,171,381,0,7,1
6,4,585,446,87,263,0,7,1
6,9,1492,430,128,340,0,7,1
6,15,1257,449,33,97,0,7,1
6,16,1012,431,45,99,0,7,1
6,18,1101,438,38,112,0,7,1
6,19,936,436,41,81,0,7,1
6,20,438,442,121,283,0,7,1
6,21,647,456,60,188,0,7,1
6,22,1367,435,42,125,0,7,1
6,23,1503,444,25,101,0,7,1
6,24,500,460,61,241,0,7,1
6,27,549,464,33,95,0,7,1
6,32,423,462,31,47,0,7,1
6,37,581,455,27,132,0,7,1
7,3,1376,418,155,382,0,7,1
7,4,585,446,88,263,0,7,1
7,9,1496,429,136,340,0,7,1
7,15,1258,449,32,97,0,7,1
7,16,1012,431,45,100,0,7,1
7,18,1101,439,37,111,0,7,1
7,19,937,436,39,80,0,7,1
7,20,438,442,124,283,0,7,1
7,21,648,458,59,187,0,7,1
7,22,1368,436,45,124,0,7,1
7,23,1504,442,25,113,0,7,1
7,24,499,459,61,241,0,7,1
7,27,549,464,33,94,0,7,1
7,32,423,461,31,47,0,7,1
7,37,581,455,26,132,0,7,1
8,3,1390,416,147,385,0,7,1
8,4,585,446,88,263,0,7,1
8,9,1495,429,133,341,0,7,1
8,15,1258,449,32,97,0,7,1
8,16,1012,431,43,100,0,7,1
8,18,1101,439,37,110,0,7,1
8,19,937,435,36,80,0,7,1
8,20,439,442,124,283,0,7,1
8,21,650,458,58,189,0,7,1
8,22,1369,435,47,126,0,7,1
8,23,1503,441,24,106,0,7,1
8,24,500,460,60,241,0,7,1
8,27,549,467,31,92,0,7,1
8,32,422,462,34,47,0,7,1
8,37,581,454,26,133,0,7,1
9,3,1405,414,131,387,0,7,1
9,4,585,445,87,264,0,7,1
9,9,1497,425,137,344,0,7,1
9,15,1257,449,33,97,0,7,1
