1,2,262,459,92,248,0,7,1
1,20,1699,390,156,339,0,7,1
1,21,1888,398,32,181,0,7,1
1,22,1256,540,59,116,0,7,1
1,23,1293,462,63,198,0,7,1
1,24,0,342,119,563,0,7,1
2,2,265,459,91,247,0,7,1
2,20,1694,389,157,341,0,7,1
2,21,1885,396,35,188,0,7,1
2,22,1258,540,57,119,0,7,1
2,23,1296,461,59,196,0,7,1
2,24,0,335,121,570,0,7,1
3,2,265,459,92,247,0,7,1
3,20,1690,388,159,340,0,7,1
3,21,1883,347,37,236,0,7,1
3,22,1260,541,54,117,0,7,1
3,23,1295,462,61,196,0,7,1
3,24,0,326,117,578,0,7,1
4,2,266,459,90,247,0,7,1
4,20,1689,388,157,342,0,7,1
4,21,1883,344,37,234,0,7,1
4,22,1264,541,50,118,0,7,1
4,23,1298,462,60,197,0,7,1
4,24,0,259,143,646,0,7,1
5,2,266,460,90,246,0,7,1
5,20,1688,388,154,347,0,7,1
5,21,1881,344,39,223,0,7,1
5,22,1270,542,48,118,0,7,1
5,23,1300,459,62,200,0,7,1
5,24,0,249,152,655,0,7,1
6,2,266,459,91,247,0,7,1
6,20,1690,389,150,348,0,7,1
6,21,1879,342,41,235,0,7,1
6,22,1273,542,45,118,0,7,1
6,23,1304,462,63,199,0,7,1
6,24,0,245,157,661,0,7,1
7,2,265,458,92,247,0,7,1
7,20,1692,389,146,348,0,7,1
7,21,1874,343,46,240,0,7,1
7,22,1277,541,46,119,0,7,1
7,23,1306,461,65,199,0,7,1
7,24,0,241,145,664,0,7,1
8,2,277,456,80,249,0,7,1
8,20,1692,391,145,347,0,7,1
8,21,1873,343,47,246,0,7,1
8,22,1279,541,46,120,0,7,1
8,23,1307,461,65,199,0,7,1
8,24,0,239,164,665,0,7,1
9,2,269,457,86,247,0,7,1
9,17,1813,450,34,169,0,7,1
9,20,1688,390,152,349,0,7,1
9,21,1872,345,48,247,0,7,1
9,22,1280,540,42,121,0,7,1
9,23,1308,460,66,201,0,7,1
9,24,0,238,172,666,0,7,1
10,2,283,457,74,247,0,7,1
10,17,1809,448,39,172,0,7,1
10,20,1687,392,147,352,0,7,1
10,21,1871,346,49,253,0,7,1
10,22,1281,541,46,122,0,7,1
10,23,1311,461,72,199,0,7,1
10,24,0,238,176,667,0,7,1
11,2,287,457,71,247,0,7,1
11,17,1808,447,42,173,0,7,1
11,20,1684,392,150,353,0,7,1
11,21,1868,346,52,258,0,7,1
11,22,1283,541,45,122,0,7,1
11,23,1315,460,72,202,0,7,1
11,24,0,238,179,666,0,7,1
12,2,302,457,58,248,0,7,1
12,17,1809,446,42,174,0,7,1
12,20,1681,390,151,354,0,7,1
12,21,1868,344,52,270,0,7,1
12,22,1284,542,43,121,0,7,1
12,23,1314,461,76,201,0,7,1
12,24,0,240,180,663,0,7,1
13,2,306,456,54,250,0,7,1
13,17,1810,445,43,176,0,7,1
13,20,1679,386,151,359,0,7,1
13,21,1865,340,55,288,0,7,1
13,22,1286,541,42,123,0,7,1
13,23,1316,461,78,202,0,7,1
13,24,0,239,183,692,0,7,1
14,2,303,455,59,249,0,7,1
14,17,1810,445,45,176,0,7,1
14,20,1680,384,149,362,0,7,1
14,21,1866,340,54,305,0,7,1
14,22,1287,542,44,122,0,7,1
14,23,1317,461,76,202,0,7,1
14,24,0,239,188,691,0,7,1
15,2,313,456,61,249,0,7,1
15,17,1811,446,52,174,0,7,1
15,20,1675,382,152,363,0,7,1
15,21,1863,334,57,328,0,7,1
15,22,1289,540,43,123,0,7,1
15,23,1320,461,74,203,0,7,1
15,24,0,239,194,684,0,7,1
16,2,314,457,69,248,0,7,1
16,17,1811,446,57,175,0,7,1
16,20,1673,381,153,363,0,7,1
16,21,1863,332,57,335,0,7,1
16,22,1290,540,45,123,0,7,1
16,23,1321,462,73,202,0,7,1
16,24,0,239,199,680,0,7,1
17,2,312,455,78,247,0,7,1
17,17,1810,447,59,173,0,7,1
17,20,1668,380,158,365,0,7,1
17,21,1863,328,57,344,0,7,1
17,22,1291,540,43,123,0,7,1
17,23,1323,463,72,201,0,7,1
17,24,0,240,204,675,0,7,1
18,2,313,457,84,247,0,7,1
18,17,1810,449,57,172,0,7,1
18,20,1658,379,165,365,0,7,1
18,21,1863,326,57,401,0,7,1
18,22,1293,540,45,123,0,7,1
18,23,1326,464,68,201,0,7,1
18,24,0,242,212,668,0,7,1
19,2,314,455,87,249,0,7,1
19,17,1808,448,59,172,0,7,1
19,20,1655,380,168,367,0,7,1
19,21,1862,325,58,412,0,7,1
19,22,1294,540,49,124,0,7,1
19,23,1327,463,66,200,0,7,1
19,24,0,242,219,664,0,7,1
20,2,314,455,90,248,0,7,1
20,17,1810,450,55,170,0,7,1
20,20,1652,380,168,370,0,7,1
20,21,1861,323,59,420,0,7,1
20,22,1296,541,48,123,0,7,1
20,23,1329,464,64,200,0,7,1
20,24,0,243,232,660,0,7,1
21,2,313,455,92,248,0,7,1
21,17,1812,449,52,171,0,7,1
21,20,1648,380,171,372,0,7,1
21,21,1860,323,60,426,0,7,1
21,22,1297,541,48,124,0,7,1
21,23,1331,464,63,200,0,7,1
21,24,0,245,242,660,0,7,1
22,2,313,455,91,248,0,7,1
22,17,1809,448,55,171,0,7,1
22,20,1646,380,170,372,0,7,1
22,21,1858,322,62,431,0,7,1
22,22,1300,541,45,124,0,7,1
22,23,1331,463,65,201,0,7,1
22,24,0,244,252,659,0,7,1
23,2,312,454,92,249,0,7,1
23,17,1809,448,68,170,0,7,1
23,20,1645,381,167,375,0,7,1
23,21,1855,323,65,434,0,7,1
23,22,1303,541,42,124,0,7,1
23,23,1332,463,66,202,0,7,1
23,24,0,241,265,661,0,7,1
24,2,313,453,91,250,0,7,1
24,17,1810,447,67,170,0,7,1
24,20,1643,383,161,373,0,7,1
24,21,1852,323,68,437,0,7,1
24,22,1305,541,40,122,0,7,1
24,23,1333,462,66,203,0,7,1
24,24,0,244,289,659,0,7,1
25,2,313,455,91,248,0,7,1
25,17,1812,448,61,169,0,7,1
25,20,1639,383,162,378,0,7,1
25,21,1840,323,80,438,0,7,1
25,22,1307,541,39,123,0,7,1
25,23,1333,462,67,204,0,7,1
25,24,0,240,320,663,0,7,1
26,2,311,453,94,248,0,7,1
26,17,1814,449,57,168,0,7,1
26,20,1639,382,156,380,0,7,1
26,21,1839,322,81,442,0,7,1
26,22,1307,541,40,123,0,7,1
26,23,1333,462,67,204,0,7,1
26,24,0,240,341,663,0,7,1
27,2,313,457,92,247,0,7,1
27,17,1814,470,54,148,0,7,1
27,20,1632,381,162,381,0,7,1
27,21,1842,323,78,442,0,7,1
27,22,1308,540,39,124,0,7,1
27,23,1334,463,66,204,0,7,1
27,24,0,239,361,663,0,7,1
28,2,308,453,97,249,0,7,1
28,17,1816,470,49,147,0,7,1
28,20,1633,377,158,386,0,7,1
28,21,1839,322,81,445,0,7,1
28,22,1308,541,40,123,0,7,1
28,23,1334,462,67,204,0,7,1
28,24,0,238,360,660,0,7,1
29,2,310,455,99,247,0,7,1
29,20,1632,376,156,387,0,7,1
29,21,1834,321,86,447,0,7,1
29,22,1309,540,40,124,0,7,1
29,23,1334,462,66,205,0,7,1
29,24,0,236,374,667,0,7,1
30,2,312,453,104,252,0,7,1
30,20,1632,374,152,388,0,7,1
30,21,1827,317,93,453,0,7,1
30,22,1309,541,40,123,0,7,1
30,23,1334,463,67,204,0,7,1
30,24,0,236,385,666,0,7,1
31,2,321,451,94,251,0,7,1
31,20,1632,374,150,389,0,7,1
31,21,1824,316,96,454,0,7,1
31,22,1310,541,40,123,0,7,1
31,23,1335,464,66,201,0,7,1
31,24,0,233,415,668,0,7,1
32,2,339,454,81,247,0,7,1
32,20,1629,373,154,389,0,7,1
32,21,1819,315,101,455,0,7,1
32,22,1312,541,39,124,0,7,1
32,23,1335,464,71,200,0,7,1
32,24,0,236,402,666,0,7,1
33,2,340,452,85,249,0,7,1
33,20,1629,373,150,390,0,7,1
33,21,1813,312,107,458,0,7,1
33,22,1313,541,40,123,0,7,1
33,23,1335,464,73,200,0,7,1
33,24,0,239,415,664,0,7,1
34,2,345,452,81,250,0,7,1
34,20,1629,372,147,390,0,7,1
34,21,1809,310,111,461,0,7,1
34,22,1314,541,39,123,0,7,1
34,23,1337,465,76,199,0,7,1
34,24,0,239,418,664,0,7,1
35,2,346,500,66,202,0,7,1
35,20,1627,370,144,396,0,7,1
35,21,1804,307,116,463,0,7,1
35,22,1314,541,41,124,0,7,1
35,23,1337,465,80,199,0,7,1
35,24,0,248,457,654,0,7,1
36,2,339,462,79,240,0,7,1
36,20,1626,370,144,400,0,7,1
36,21,1801,306,119,465,0,7,1
36,22,1315,541,41,124,0,7,1
36,23,1337,463,81,200,0,7,1
36,24,2,256,468,647,0,7,1
37,2,346,478,79,221,0,7,1
37,20,1625,369,145,403,0,7,1
37,21,1799,307,121,463,0,7,1
37,22,1316,541,43,124,0,7,1
37,23,1339,466,77,197,0,7,1
37,24,2,254,473,648,0,7,1
38,2,360,461,72,187,0,7,1
38,20,1625,368,144,404,0,7,1
38,21,1796,306,124,463,0,7,1
38,22,1316,541,44,124,0,7,1
38,23,1340,465,76,198,0,7,1
38,24,20,257,459,645,0,7,1
39,2,376,481,55,157,0,7,1
39,20,1624,371,146,402,0,7,1
39,21,1793,306,127,473,0,7,1
39,22,1316,541,43,124,0,7,1
